114	11370	64,98,163,95,23756,28160,25255,21330,8305,3887,491,9457,6198,18897,7329,3917,14418,22360,2055,27853
115	6942	7,348,1806,64,328,310,249,540,242,123,241,483,140,163,1540,2205,1412,840,98,433
116	10364	2979,21474,23820,16205,1412,3058,16311,21358,11684,16603,6003,19477,22334,18943,18469,4793,21488,8687,21113,6387
117	12736	310,2081,2205,7,249,328,15263,9910,348,1806,14045,24330,1745,11246,8937,3484,16658,18080,24045,1194
118	7622	297,98,140,12218,95,581,6802,15660,11564,9522,24493,4114,14160,23964,11606,1001,24510,11719,9088,25916
119	24462	7,310,348,64,1806,328,242,584,163,241,98,2205,451,249,483,1412,574,827,484,10904
120	6484	7,328,1806,310,64,249,241,2205,163,242,574,348,483,2466,540,584,140,684,3058,3423
121	16784	140,7,483,328,249,310,95,684,18346,23776,4224,1044,4697,1153,4110,10954,574,18949,1421,24917
122	18309	12627,3243,2239,7516,23662,25935,18122,22200,8180,4072,4447,23193,1768,20152,24062,26397,3506,7570,13935,27558
123	8999	7,310,1412,328,1806,64,242,348,98,17071,103,2205,140,342,684,241,160,433,9167,574
124	3122	1806,64,328,7,310,249,242,540,2205,483,348,241,163,684,574,433,1693,140,716,3058
125	16073	2570,22422,26705,18557,17244,271,17770,10865,1495,1767,705,7930,16412,16528,5853,19043,2045,22888,1318,24155
126	20408	9172,23498,3664,22263,3965,22013,1001,8399,5661,10904,19790,297,2086,5046,2352,22272,24799,21762,24297,6110
127	8325	1502,64,4645,98,20383,12453,21266,15896,13062,1151,19938,28324,16036,16763,315,24549,22165,242,8120,24827
128	13954	328,310,7,1806,64,249,242,540,2205,483,348,163,241,140,684,827,574,103,98,2466
129	107	310,7,328,163,64,242,348,23198,2081,705,6174,483,2466,2205,6535,540,20075,26450,4679,23987
130	7182	328,2205,965,1188,526,23508,103,2239,1678,20619,14406,33,1411,14954,26079,6110,500,9597,16005,17199
131	13565	7,310,328,1806,64,242,2205,348,249,163,140,241,95,98,827,540,3423,840,483,160
132	20428	249,328,1806,7,310,64,540,483,242,140,2205,163,348,574,103,5798,684,241,123,858
133	3040	1806,328,7,310,64,249,348,242,2205,483,540,163,241,140,827,103,1412,684,2466,584
134	12134	1806,64,354,95,348,242,2205,7,103,1412,20570,6513,827,16484,16979,4596,25801,27969,17961,33
135	23411	684,2466,328,310,64,3504,887,483,1806,27622,2239,3114,13052,3975,4734,6722,3484,24635,26119,540
136	18971	705,328,26782,10955,9527,13634,22094,22134,14453,20207,5510,3504,9478,17007,18734,21112,10441,16221,15877,19106
137	11894	328,1806,7,64,241,2205,310,574,249,242,348,163,483,540,140,3058,103,684,98,3243
138	14013	7,328,310,1806,64,483,242,249,348,2205,163,540,103,140,574,584,241,451,95,98
139	13976	3335,7,8456,91,3732,8819,19195,2347,248,8240,926,22295,27510,733,13890,18982,17593,15649,12061,11952
140	21064	2205,64,7,328,574,310,103,241,1806,242,249,163,348,540,82,95,98,6339,5700,483
141	8967	310,249,3058,7,16238,887,2466,23207,3102,25282,14126,1974,85,4059,64,10799,13542,2347,1412,24099
142	20207	467,246,14044,16496,2466,2203,25488,18572,11628,21323,17019,16730,18981,10797,18239,10813,18390,2873,270,4555
143	1522	328,7,310,1806,249,64,483,242,684,540,348,2205,241,1481,163,827,103,2466,433,140
144	2679	310,7,328,140,1806,64,348,2205,2081,163,98,2314,249,3796,12344,27532,3414,160,22226,3484
145	19140	3124,10822,14791,310,3058,574,7224,6656,19425,1547,14818,328,9698,7,106,814,701,6581,19548,7956
146	20649	328,1806,7,242,64,1536,1767,310,88,348,342,163,19295,9385,6851,5764,1412,249,7793,14641
147	19882	7,328,1806,310,64,242,249,483,163,540,241,348,140,2205,95,433,574,716,3058,451
148	14689	328,24319,17001,21629,6854,25383,78,21822,15958,21122,25588,1547,7408,21276,8462,10503,1806,6915,11231,5006
149	19957	7,328,4482,1995,21091,581,22127,7116,1806,26719,7622,6458,1371,19377,3146,772,22663,6214,9808,2403
150	20793	14692,20375,8856,98,4139,21119,24438,10288,13145,924,5067,12358,10073,12494,22826,9034,3521,15810,13488,2875
151	5611	1747,8021,348,16380,17203,23313,13933,10341,14662,24623,26360,7516,21535,11411,28585,20885,22898,21485,22310,27137
152	11791	1412,249,3072,7,17021,13041,4962,91,4461,25424,20382,858,20308,20218,130,10654,16343,328,140,1089
153	9379	328,7,310,1806,64,242,249,483,95,2205,540,241,140,3423,840,103,348,684,27622,584
154	13139	2273,64,4189,7941,21073,14619,26504,574,3749,3457,24867,6811,27102,5070,20378,22955,18235,25573,16045,2001
155	3004	25759,25400,3653,103,19474,1693,3329,3456,8098,26554,18756,10577,14275,18155,13743,11742,7429,13470,2179,22931
156	15967	328,310,1806,7,98,64,242,483,140,540,95,249,348,241,684,2205,840,163,3423,3484
157	24699	310,7,64,328,1806,242,163,827,140,348,2205,249,98,241,840,160,2081,584,574,540
158	15617	3521,9312,27232,20576,27736,23390,14395,19137,17906,18306,2716,4159,5439,16394,24162,9274,18859,7144,16712,16320
159	14624	1806,23217,6096,13672,15918,9468,12406,19850,20574,827,26883,285,26262,25074,6567,16374,8818,32,1457,5578
160	2672	64,7,1806,310,328,242,348,2205,249,241,163,540,574,483,98,827,140,1412,584,484
161	3142	7,249,310,328,1806,483,242,2347,858,3058,64,1693,716,584,5798,348,2985,7155,433,11340
162	4147	64,348,249,163,310,27957,20205,15748,4221,1139,2205,18312,574,16805,5216,98,26634,21372,7411,14392
163	24055	827,64,7,540,574,11243,1806,8202,16473,10032,313,7545,310,98,10341,10857,12529,3347,2205,22285
164	9958	328,310,887,13052,3484,2466,13935,21826,2663,4114,14858,4645,242,2239,3504,1806,7,684,17985,17071
165	20401	3138,4456,547,21623,13745,3610,8152,3327,10763,18909,3444,4879,13459,8034,1430,2208,28574,25054,12238,3016
166	10319	7,310,1806,328,64,348,584,140,242,451,249,163,483,91,827,2205,1412,95,241,103
167	19902	64,7,2205,242,310,249,674,163,2093,243,1139,827,11740,526,33,1032,24398,16965,11492,1546
168	1724	1806,7,328,64,310,348,242,249,241,2205,140,163,3243,540,342,483,574,827,840,27072
169	2371	64,98,7,540,328,348,4482,2400,484,16330,14124,18906,2205,5324,1591,733,12211,20154,21386,590
170	13209	140,26733,9225,10915,14205,10246,26608,6906,11849,16975,3787,22042,26055,12328,77,24212,27287,27225,4802,18993
171	2887	7,310,9431,290,17100,2446,18416,23286,4121,3633,18344,4789,3363,4630,21183,17085,8211,4808,821,873
172	5029	1806,328,64,310,4431,242,249,684,3058,1412,540,1536,241,7,8126,574,1693,887,26554,483
173	19138	11063,1256,26189,135,25269,17621,24467,6000,16478,16883,1331,1388,574,17759,653,8117,8124,6744,2879,18833
174	21708	14858,716,13935,3484,591,4645,18389,21417,3058,18632,13052,2239,120,4114,21826,3561,16478,20754,27059,10341
175	18729	64,7,1806,2205,242,310,574,827,540,241,328,11849,348,98,2417,3887,484,342,674,163
176	4062	328,25759,242,28441,3407,10094,4441,7756,21704,25801,14818,6851,1161,4759,6011,12350,20283,7546,5977,24289
177	4937	249,328,1806,483,7,310,540,2205,242,716,1247,574,594,5798,1103,433,103,684,64,2466
178	12496	7,310,95,64,67,2023,2709,516,5393,26376,451,440,1894,26601,756,23388,12058,2792,2958,9027
179	11632	230,16317,25202,19915,26606,591,22311,25488,7427,11825,21236,19871,14124,601,17107,12433,1877,25573,20937,24627
180	18678	310,7,242,64,328,1806,348,249,2205,827,163,241,684,574,140,540,483,98,840,1412
181	13909	64,328,7,310,1806,242,348,249,2205,163,483,540,574,140,241,827,674,684,98,103
182	18751	7,827,1806,310,1412,242,328,64,74,163,2205,348,540,160,433,451,20883,98,21284,103
183	2387	310,140,7,328,1806,64,249,684,242,540,241,98,163,1412,483,827,1332,451,3504,5360
184	1555	328,483,1806,27622,574,5798,310,389,5606,888,2239,23255,2126,7622,22265,3058,12790,24026,11878,3865
185	8383	7,310,242,64,328,1806,348,249,2205,163,1412,98,241,840,140,827,483,540,584,95
186	2821	64,7,1806,310,242,574,328,348,2205,483,540,163,827,249,241,285,103,451,140,1693
187	14300	4964,8722,1316,242,25374,1655,19513,16571,95,348,7,17082,4619,9266,15520,24544,15375,840,64,16252
188	15551	310,7,328,1806,64,348,242,2205,451,163,827,140,249,2081,574,285,95,1412,2466,1817
189	17773	310,574,328,2205,348,7,242,249,3058,241,1806,163,98,2466,1489,33,4292,3484,8540,1693
190	8950	540,348,1806,7531,7407,11614,297,33,13069,98,13018,27558,25227,6934,10168,15119,23138,16219,6577,6732
191	5386	98,7,242,140,348,64,1412,574,1806,22177,26377,2435,1708,20787,3472,26344,241,845,9742,4364
192	4434	249,328,348,7,1270,1103,140,241,1547,24223,4826,2377,12186,1968,648,3099,5798,15607,20899,163
193	11831	98,7,64,310,1806,242,348,140,328,484,840,163,1412,241,160,483,16777,827,3479,574
194	6798	7208,2614,15971,310,15347,3771,3300,3064,14144,13142,3124,16843,8284,17624,27428,9480,9639,226,21433,4105
195	14066	64,7,310,1806,242,2205,328,827,540,348,241,163,140,249,574,483,674,1693,484,584
196	22754	1806,64,684,7131,18471,140,3887,21068,15593,27311,241,95,1945,17710,27309,16992,11234,9956,5583,11849
197	20052	64,310,7,328,1806,242,2205,348,249,163,483,241,540,574,827,140,451,98,103,684
198	21161	24633,20439,7288,17783,27649,4452,20464,17756,21758,22470,7201,9443,11949,4690,16163,2583,19382,6212,19361,15357
199	21266	64,1806,310,328,7,2205,348,242,540,163,827,574,140,98,3414,5902,483,241,2314,674
200	9509	328,249,310,7,1806,2466,241,684,540,574,27622,242,64,1970,7841,5798,1300,1103,483,8301
201	18854	1806,328,1536,64,310,2523,249,12627,451,7,26846,2205,241,13573,3423,242,13471,103,25209,15313
202	907	310,64,827,7,15565,2717,23546,16070,5914,4198,16720,8800,10008,24402,4645,9667,9431,21714,7723,22261
203	8314	64,310,7,1806,242,348,328,574,249,540,2205,163,98,827,241,1412,674,484,140,483
204	7806	7,310,1806,328,64,242,348,249,163,1412,140,241,98,95,483,451,827,103,2205,1502
205	21820	584,328,7,310,64,98,3423,17915,7128,15434,27990,19820,11492,20196,11801,19194,5043,18791,887,24161
206	20929	328,310,7,1806,64,483,249,140,242,540,348,163,2205,684,241,95,2466,574,433,716
207	22573	1806,249,2466,328,716,310,483,88,3058,584,241,3581,7,2347,4431,1247,3504,7225,540,389
208	12892	2205,64,7,310,1806,328,348,241,540,249,574,163,827,242,483,3414,103,82,1151,1693
209	2512	328,1806,64,310,7,249,540,483,2466,242,684,348,2205,163,2654,14058,88,17811,1360,47
210	23560	18596,3592,4114,4645,13935,14570,21826,21574,13815,12505,22829,1502,9468,706,22148,2399,14858,26921,16039,21241
211	24138	310,7,1806,328,64,242,249,348,2205,574,163,540,483,95,241,827,140,2347,103,684
212	21146	7,328,310,1806,242,249,64,2205,348,827,163,95,241,483,98,140,160,540,584,433
213	9024	310,7,328,1806,242,64,348,163,249,98,2205,95,241,140,827,2081,540,451,1412,574
214	18543	328,64,1806,310,2205,242,7,483,684,95,574,140,716,249,33,241,25540,27622,433,3504
215	24883	328,7,310,483,249,64,1806,2466,242,2347,684,887,716,1693,540,363,3484,1943,1247,2205
216	3773	1806,7,328,64,483,310,249,242,348,716,540,2205,241,163,574,103,140,27622,3058,1693
217	4345	7,310,9808,827,1763,14451,483,22556,11246,7002,11216,6644,15761,25355,16436,12369,4542,371,26477,20020
218	22504	1806,328,22606,242,1525,13498,11681,840,10104,13368,28129,2757,20758,18791,4305,19861,26402,1670,142,17291
219	2119	1768,1995,6433,345,23649,788,2983,10949,10244,16390,23109,2441,2452,25229,11763,715,23943,53,292,12923
220	23475	249,328,7,1806,310,2205,483,4431,242,241,684,140,163,103,584,540,2466,574,2347,18187
221	3885	1412,7,1806,98,6221,242,249,1168,840,451,7452,15507,1477,22061,140,17721,14624,2024,2314,23741
222	17417	310,64,7,328,1806,242,249,2205,483,241,163,348,2466,684,827,88,574,1412,1247,716
223	11545	7352,13268,11619,18496,13721,24733,8766,4197,25387,4218,8010,7899,10274,20598,14441,25456,26614,8897,3310,22588
224	17945	64,123,1806,310,249,348,7,483,540,2205,140,130,451,328,67,1755,1577,4791,95,20962
225	17880	4620,2525,2279,11205,900,1292,1807,5472,16320,28426,21314,1876,6739,4788,6327,6584,8455,24407,7914,19006
226	7223	310,1464,5808,1055,3114,6779,14952,1643,13376,242,12321,16696,3550,9851,27077,674,9966,25269,27269,9114
227	541	2155,21138,21462,10039,20359,24482,3799,3353,3465,9139,12090,3708,24474,17180,16130,22559,20813,3171,26274,10771
228	116	483,328,64,249,1806,540,163,684,810,2096,310,103,581,3313,3484,1103,4870,716,1247,3796
229	20549	7,310,1806,2205,348,64,241,95,242,328,480,67,2239,140,4964,28295,21300,690,9198,3472
230	2753	328,1806,310,7,242,64,249,483,348,540,2205,163,241,716,574,140,684,27622,827,103
231	20123	328,1806,249,64,684,540,310,483,241,2466,3058,7,242,574,2239,3504,433,1693,27622,103
232	6913	64,310,1806,827,574,7,328,242,249,540,163,241,348,98,483,2205,433,123,3058,140
233	14043	23263,18866,64,20468,23747,9198,15125,2417,13625,23044,25833,18909,540,1423,19459,22732,21228,17325,5044,3737
234	9617	328,1806,7,310,242,64,249,348,483,98,540,574,241,2205,140,827,684,433,163,103
235	7478	328,64,7,1806,540,249,242,483,27622,1693,310,3058,123,363,716,1780,684,574,7658,3581
236	14677	328,1806,1943,310,249,242,27699,9962,12979,348,7414,540,1092,6070,815,9527,12388,6999,8672,3484
237	18711	64,249,1412,242,348,328,1806,1536,163,574,310,4964,3126,2466,7,241,4134,8211,10027,12909
238	3239	64,4902,5170,18051,2749,14614,9847,14686,123,10449,9444,9434,19551,28353,23292,21023,24126,4314,12204,5929
239	10328	7,1806,9512,9447,1547,666,310,2205,10672,5124,4316,14056,27269,241,1956,16987,12297,7110,12797,11398
240	2675	310,328,3514,21204,18126,12230,8402,7,1011,23393,540,3884,1974,242,12382,11341,11378,1748,9320,15617
241	6914	249,64,1806,328,7,540,310,140,2205,348,241,242,483,574,163,684,3243,5798,91,716
242	7519	310,328,7,64,242,348,540,2205,483,10244,1806,7399,98,103,2622,2985,88,574,16617,241
243	20439	788,1995,1768,827,5428,2205,5618,345,7411,18325,7,11655,20884,1767,241,53,9185,14397,15693,15222
244	4540	98,7,249,310,1412,241,13052,3484,348,13405,5851,140,4220,21025,242,8295,19918,1629,11933,9489
245	12141	17285,23307,3753,15073,3990,6852,6919,28402,15833,18668,12913,23524,20749,3898,15139,14266,11800,23525,21090,4134
246	19790	310,7,328,1806,64,242,249,827,2205,348,163,2193,140,241,2081,540,584,160,483,574
247	22455	64,14141,13458,285,23293,8457,20259,22175,12972,21239,17338,20116,1418,24643,3781,26359,19584,6251,7156,20036
248	7688	1768,345,1995,53,64,7411,28441,9928,21271,1453,5428,6304,566,2239,12339,8083,9872,788,9050,191
249	15433	1806,64,328,2205,249,310,540,7,3243,242,241,574,82,483,1693,91,12213,18442,85,5798
250	19438	328,249,1806,64,7,310,348,684,540,242,2205,241,103,483,140,163,98,1412,574,451
251	4717	64,310,2205,98,1412,4071,581,2654,15701,5839,300,22438,27710,20404,348,21263,12893,6374,18976,3056
252	1109	328,242,7,64,310,1806,348,2205,249,163,241,574,684,827,433,540,98,483,840,103
253	16687	20348,18237,26571,5101,28259,22959,14325,9015,5943,20730,5444,25841,6070,5916,13977,22756,26219,461,16855,3577
254	23301	328,310,483,1806,242,7,249,103,684,451,241,23561,26782,523,140,574,2455,23186,2205,348
